Sport,Date,Start time
SWIMMING,23-01-2026,17:00:57
Sample rate,Time,HR (bpm)
1,01:19:43,127
,01:19:44,128
,01:19:45,130
,01:19:46,135
,01:19:47,138
,01:19:48,138
,01:19:49,144
,01:19:50,149
,01:19:51,150
,01:19:52,150
,01:19:53,150
,01:19:54,150
,01:19:55,149
,01:19:56,149
,01:19:57,148
,01:19:58,146
,01:19:59,145
,01:20:00,145
,01:20:01,145
,01:20:02,144
,01:20:03,144
,01:20:04,144
,01:20:05,143
,01:20:06,143
,01:20:07,143
,01:20:08,143
,01:20:09,143
,01:20:10,142
,01:20:11,142
,01:20:12,142
,01:20:13,142
,01:20:14,142
,01:20:15,142
,01:20:16,142
,01:20:17,142
,01:20:18,142
,01:20:19,143
,01:20:20,143
,01:20:21,143
,01:20:22,143
,01:20:23,143
,01:20:24,143
,01:20:25,144
,01:20:26,144
,01:20:27,144
,01:20:28,144
,01:20:29,144
,01:20:30,144
,01:20:31,145
,01:20:32,145
,01:20:33,145
,01:20:34,147
,01:20:35,147
,01:20:36,147
,01:20:37,149
,01:20:38,151
,01:20:39,152
,01:20:40,152
,01:20:41,153
,01:20:42,153
,01:20:43,154
,01:20:44,154
,01:20:45,154
,01:20:46,154
,01:20:47,154
,01:20:48,154
,01:20:49,154
,01:20:50,154
,01:20:51,155
,01:20:52,155
,01:20:53,155
,01:20:54,155
,01:20:55,156
,01:20:56,157
,01:20:57,158
,01:20:58,164
,01:20:59,167
,01:21:00,167
,01:21:01,169
,01:21:02,171
,01:21:03,172
,01:21:04,172
,01:21:05,172
,01:21:06,172
,01:21:07,172
,01:21:08,172
,01:21:09,172
,01:21:10,172
,01:21:11,172
,01:21:12,172
,01:21:13,172
,01:21:14,172
,01:21:15,172
,01:21:16,172
,01:21:17,172
,01:21:18,172
,01:21:19,172
,01:21:20,172
,01:21:21,171
,01:21:22,170
,01:21:23,170
,01:21:24,170
,01:21:25,169
,01:21:26,168
,01:21:27,168
,01:21:28,168
,01:21:29,167
,01:21:30,166
,01:21:31,165
,01:21:32,165
,01:21:33,164
,01:21:34,163
,01:21:35,163
,01:21:36,163
,01:21:37,164
,01:21:38,165
,01:21:39,165
,01:21:40,165
,01:21:41,166
